timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
192022672,-0.21776292,-0.36339882,0.22826356
192045325,-0.21776292,-0.36339882,0.22826356
192068320,-0.22055742,-0.3602234,0.23462297
192089516,-0.22335193,-0.3602234,0.23144326
192113809,-0.22055742,-0.3602234,0.22826356
192137541,-0.22335193,-0.36339882,0.23462297
192161578,-0.22055742,-0.3602234,0.22826356
192186151,-0.22335193,-0.36339882,0.22190416
192209524,-0.22335193,-0.36339882,0.21872444
192233694,-0.22614641,-0.3602234,0.22508384
192257731,-0.22614641,-0.3602234,0.21554473
192281739,-0.22894092,-0.36339882,0.21236503
192305777,-0.23173542,-0.36339882,0.21554473
192329951,-0.23173542,-0.36339882,0.20600563
192353827,-0.22894092,-0.36339882,0.20600563
192375550,-0.22894092,-0.36339882,0.21236503
192400989,-0.22894092,-0.36339882,0.20282592
192424893,-0.22894092,-0.36339882,0.20282592
192448847,-0.22894092,-0.36339882,0.1996462
192472833,-0.22335193,-0.36657417,0.1932868
192494705,-0.22055742,-0.37292486,0.1964665
192516649,-0.21776292,-0.37292486,0.1869274
192539702,-0.21776292,-0.36974952,0.1869274
192562674,-0.22335193,-0.36657417,0.1901071
192583695,-0.22335193,-0.36657417,0.1932868
192606676,-0.22894092,-0.36339882,0.1932868
192629142,-0.22614641,-0.35704806,0.1932868
192651685,-0.22894092,-0.3602234,0.1869274
192674685,-0.22894092,-0.35704806,0.18374768
192695686,-0.23173542,-0.3602234,0.17738828
192717679,-0.22894092,-0.3602234,0.17420858
192741169,-0.22894092,-0.3602234,0.18374768
192765182,-0.22614641,-0.3602234,0.17738828
192789131,-0.22614641,-0.3602234,0.17738828
192813138,-0.22335193,-0.3602234,0.17420858
192837123,-0.22335193,-0.36339882,0.17420858
192861145,-0.22055742,-0.36339882,0.17420858
192883729,-0.22055742,-0.36339882,0.17420858
192906673,-0.21776292,-0.36339882,0.17420858
192927694,-0.21776292,-0.36339882,0.17102887
192949130,-0.21496841,-0.36339882,0.16784917
192973150,-0.21496841,-0.3602234,0.16784917
192997123,-0.21776292,-0.35704806,0.17102887
193018674,-0.21496841,-0.35069734,0.17420858
193039685,-0.21496841,-0.347522,0.16784917
193062682,-0.21217392,-0.3443466,0.16784917
193085171,-0.21217392,-0.34117126,0.16784917
193109131,-0.21217392,-0.34117126,0.17102887
193131733,-0.2093794,-0.34117126,0.17738828
193154687,-0.2093794,-0.3379959,0.17102887
193175695,-0.20379041,-0.3379959,0.16784917
193199698,-0.20379041,-0.34117126,0.17420858
193223695,-0.20379041,-0.33482054,0.17102887
193245676,-0.20379041,-0.33482054,0.17102887
193269126,-0.2065849,-0.3316452,0.16784917
193293134,-0.2065849,-0.3284698,0.18374768
193317155,-0.2093794,-0.32529444,0.17102887
193339686,-0.2093794,-0.32529444,0.16784917
193362673,-0.2093794,-0.3284698,0.16466947
193385856,-0.2093794,-0.3284698,0.17102887
193409430,-0.21496841,-0.3284698,0.16148975
193431740,-0.2093794,-0.32529444,0.16148975
193454682,-0.21496841,-0.32529444,0.16148975
193477118,-0.21217392,-0.32529444,0.16784917
193501148,-0.21217392,-0.3221191,0.15513036
193525332,-0.2093794,-0.32529444,0.16466947
193547687,-0.2009959,-0.32529444,0.16784917
193570676,-0.1954069,-0.32529444,0.17420858
